id,genre,name,artist,valence,energy
7pqibeYtZ1BzdVkTFdb6Dg,electro,Skip to the bip,Hôtel Costes,0.539,0.977
6HNGXmc7A14zeeWTj4gzz8,electro,Watercolour - Full Version; Single,Pendulum,0.197,0.925
2KBTZM5Btpa5ysnimjwANK,electro,What I Might Do - Club Mix,HOSH,0.314,0.481
7Bxv0WL7UC6WwQpk9TzdMJ,electro,Within,Daft Punk,0.0676,0.297
4sCYKMatyhazyy6r2N7Hp2,electro,Genesis,Grimes,0.233,0.677
0fxMIXpGObFMpelfT4Iz12,electro,Vision One,Röyksopp,0.68,0.95
2r1UPlz2mx5zG4u2MNL6BS,electro,Buzzin',OVERWERK,0.369,0.866
1qZMPmpD1jDcOA7gZ6TCde,electro,One (Your Name) - Radio Edit,Swedish House Mafia,0.636,0.673
3NVWHqOWoYQyewSBO3g8Mt,electro,Kiss me twice,Hôtel Costes,0.667,0.77
14KtEyr1OCJnaYzWIpRHSA,electro,Raise Those Hands,R3HAB,0.0855,0.945
5cNAXdmcLBckABGuNhxE37,electro,Get Low,Dillon Francis,0.751,0.933
5bgYTzUDzerRFN7fp86MkQ,electro,Night by Night,Chromeo,0.573,0.896
4aJgRbquxdUaU0xEIMQpvs,electro,Lazy Place,Caravan Palace,0.391,0.561
7lP4SLXD1ZWp10huOfGozD,electro,My Eyes,NERO,0.0332,0.955
2HWARzWPkW8bMgzudAgAOg,electro,You Gonna Want Me,Tiga,0.612,0.701
0IedgQjjJ8Ad4B3UDQ5Lyn,electro,Fragments of Time (feat. Todd Edwards),Daft Punk,0.961,0.51
0w4CSqcohgv1mLwjfG6W0R,electro,Odd Look,Kavinsky,0.276,0.887
49ErwcBYfYRPNBdRuPvpYA,electro,We Are Your Friends - Justice Vs Simian,Simian,0.507,0.97
1bcmUeuwk0M56omq9jwVph,electro,Phat Brahms (Steve Aoki & Angger Dimas vs. Dimitri Vegas & Like Mike),Steve Aoki,0.313,0.927
0PCRR19Pf4iiuvSrPxtQ0x,electro,Sunshine,David Guetta,0.219,0.8
0tDbl1SVkdSI4Efi0sA3A8,electro,Levels - Original Version,Avicii,0.376,0.837
6vIMQB4hBD6ERSOCghGQkj,electro,Bad Kingdom,Moderat,0.261,0.657
0JUa73C2r5beBMhy9NXX1E,electronic,The Night Out - Madeon Remix,Martin Solveig,0.35,0.896
0OxB26YRmdbFpyTG36VHi1,electronic,Immortal Love,Vampires Everywhere!,0.251,0.914
562p3gaG39vjLFXEto4agA,electronic,Ich & Du,Philipp Poisel,0.923,0.84
6d0B924xI8hHs3Xk7enRjj,electronic,"Nocturne - From ""TRON: Legacy""/Score",Daft Punk,0.0335,0.0362
7eSLODVLov3eMYl4ioKpbG,electronic,Wolves Running Through the Desert,HOTEL MEXICO,0.42,0.85
2bjYwDI22vc7lHd10Y46nE,electronic,A Form of Change,Simian Mobile Disco,0.125,0.496
2g136494iEXB1GGPakAFzx,electronic,Pressure - Alesso Remix,Nadia Ali,0.357,0.795
0Js9hB2I66nJliPIJxzn2R,electronic,Higher Ground,TNGHT,0.526,0.761
3Tm9nh7SiTvBSEHTlKdEq8,electronic,Kindred,Burial,0.36,0.783
6lUY6MoqGgPnA27PHYxem5,electronic,Bulletproof,La Roux,0.682,0.882
5RScucFoUuNzhLWwGWy05b,electronic,Intense,Armin van Buuren,0.115,0.832
666elemQTQGi8xbjAAdIgB,electronic,Waiting All Night (feat. Ella Eyre),Rudimental,0.281,0.728
62PdGwG6Hv8sCyd29ExKEq,electronic,Unison - Knife Party Remix,Porter Robinson,0.165,0.836
4DbmuOSxftTmltXNebpvl7,electronic,Sonnentanz - Original Version,Klangkarussell,0.18,0.39
3ptx9icNMLTkIQOilXbbld,electronic,The Model - 2004 Remaster,Various Artists,0.713,0.691
4HMsMPCRJ0RRtmVNiR20z2,electronic,Courtship Dating,Crystal Castles,0.708,0.575
3ZUMC5OazTA8QtLpdlPdz9,electronic,Sleepyhead,Passion Pit,0.764,0.971
3FUZpoj9VV0sgc8RqbS3xQ,electronic,Kyoto (feat. Sirah),Skrillex,0.219,0.92
1xFPRq7rzAxdLVysdIQWXH,electronic,I'm Not Alone - Deadmau5 Mix,Calvin Harris,0.359,0.522
07jeqq0AE7d6wOSqR92vOD,electronic,Another Girl,Jacques Greene,0.69,0.703
7HcaeoWdfMEo86r8Cm7Gz4,electronic,Do It Again - Edit,The Chemical Brothers,0.569,0.612
4woQ1mc7PzrQ39j0asLJrf,electronic,On'n'On,Justice,0.542,0.601
5VQdYgOMD5DunteeIWztZs,electronic,Miracle,Blackmill,0.198,0.586
3FRN77vZs7lsEnaUP3reDO,electronic,Wait,Airhead,0.181,0.476
7n6ibfsRHhCb1Ccl9Fg2CZ,electronic,Scream & Shout,will.i.am,0.473,0.616
7KMrLon5RiiasKX5tbp4P7,electronic,Ordinary Things,Rupert Taylor,0.277,0.875
619bJQ9uDi8dnXzLebFI7y,electronic,When Love Takes Over (feat. Kelly Rowland),David Guetta,0.496,0.863
31TB0tG8ISjXN5DOSKHVAd,electronic,Let it Go,Dragonette,0.706,0.951
0UPsdEgJx6ypkfFUxD3ZHh,electronic,Don't Move,Phantogram,0.482,0.642
2073QOEC8rBtSyTsRyaWiP,electronic,I Can Change,LCD Soundsystem,0.695,0.73
71c5Jb38fgukgKSCGL6zpt,electronic,I Fink U Freeky,Die Antwoord,0.48,0.753
5VA4Ispp52EA1sOqzMz3Av,electronic,All I Want Is You (feat. J. Cole),Miguel,0.921,0.603
6psC59ooTxage8npmtg74G,electronic,Do The Astral Plane,Flying Lotus,0.275,0.828
2YTiNSTI8XI390KO6SjUzS,electronic,Eyes (feat. Mindy Gledhill) - Extended Mix,Kaskade,0.213,0.488
0ijhkvBpA7OBlY4clWSUZw,electronic,One More Time - Radio Edit [Short Radio Edit],Daft Punk,0.533,0.671
5yrHZWuyrOrc4iWnDevono,electronic,After Light,Rustie,0.115,0.695
7iT98FhZ7BAE8xdCxBlw55,electronic,Take Me Home (feat. Bebe Rexha),Cash Cash,0.477,0.903
4V7ayoUYUXqkazXJehitkA,electronic,Plea,Baths,0.494,0.828
4kJWtxDDNb9oAk3h7sX3N4,electronic,Strobe,deadmau5,0.0365,0.524
1R4Wur1quddtGH2SN1cWQM,electronic,Remind Me - Radio Edit,Röyksopp,0.909,0.518
63Ul5qgAxlXbtj97gKaAfn,electronic,"Finale - From ""TRON: Legacy""/Score",Daft Punk,0.0282,0.11
0ZdxEkFmVAw6fIPfQ8birW,electronic,Control,Disclosure,0.842,0.619
71FFYHirREB8bTCdcVVCLQ,electronic,Chin,Sleep Party People,0.828,0.61
3qC3qmZNDXu62hc8YbhWsy,electronic,Dear Boy,Avicii,0.253,0.581
7Ag5MuCMHmzIhZQneh9Qde,electronic,The Hope,Scuba,0.424,0.931
3IO4NO0T0kkeO3r6K5jXrT,electronic,The Flower Lane,Ducktails,0.495,0.549
0Sia9jActaEwcQR8AGFM8r,electronic,Belispeak,Purity Ring,0.351,0.9
28O4PwkH8bzARStxeL4pxL,electronic,Sexy Bitch (feat. Akon),David Guetta,0.853,0.633
2VtX9viww814jnWFERUhAS,electronic,Follow You Down,Zedd,0.576,0.694
352zfYbDFG8sxkmOAhVeuj,electronic,Under Control (feat. Hurts),Calvin Harris,0.51,0.919
1Kxi2wiE5ajvGPYMRs8hwS,electronic,Alpha Centauri - Excision & Datsik Remix,Noisia,0.0442,0.815
028hSLkHArNGP0EUmIOfLB,electronic,In the Same Room,Julia Holter,0.108,0.327
7eXESEtK5e9gDz7jLyOVDb,electronic,Right Thing to Do,SBTRKT,0.516,0.683
4dh47Rb2MmLjjPVpvLQLG4,electronic,Crystal Caverns 1991,Lone,0.662,0.957
1Tymc486DwkvvuFrHkmQqs,electronic,Champion Sound - Alt. Version,Crystal Fighters,0.624,0.729
3Gwq0zKnMWluOEPKh93BeC,electronic,Lost At Sea,Zedd,0.305,0.796
3Ons6C3wXBMi8nYpLBMlVe,electronic,Burnin' / Too Long,Daft Punk,0.35,0.793
3n6JzMMM3TLTfnuyUEfx6Y,electronic,Lost In Your Love,Redlight,0.882,0.876
497Esk1nymXGA5frxyD5y9,electronic,Tiffany Lou,Daughn Gibson,0.127,0.482
6sa8y1XKi2ljJd0z6sUEz3,electronic,"Disc Wars - From ""TRON: Legacy""/Score",Daft Punk,0.35,0.48
66WcaWVGRFmpx0euxmw9yM,electronic,Flight,Various Artists,0.217,0.755
60fcVaTITPnqAuwZknDATc,electronic,Little Cat Steps - Original Mix,Feed Me,0.0449,0.797
7k9iVpyeR5ybSPSkvmAP6K,emo,All Around Me,Flyleaf,0.452,0.884
1VA05nvzaZJAUr8jDigJCL,emo,Newport Living,Cute Is What We Aim For,0.482,0.67
7tCnwq0Fy85y1tWktmXQ7u,emo,Miracle,Paramore,0.561,0.888
5K5PQmtcgeCIxzCkoVgEBP,emo,Space,Something Corporate,0.604,0.799
0f68jFgJkvcBpj8kobLBmW,emo,Mass Pike,The Get Up Kids,0.813,0.905
0HYx8SZcAyckuMRJOra30w,emo,Ultimate Steve,The World Is A Beautiful Place & I Am No Longer Afraid To Die,0.103,0.706
35xnCYrjXbuqhgl7E0rhck,emo,Stay Home,American Football,0.125,0.761
5kXr3iRFGpPj1nrPX31cSv,emo,Stained Glass Eyes and Colorful Tears,Pierce The Veil,0.322,0.971
2wcDfk3TfQg3Jv8gEoTim7,emo,I Just Wanna Live,Good Charlotte,0.9,0.832
1MrNveiYvWyKNAMiqn8xS8,emo,Thunder,Boys Like Girls,0.463,0.821
7jUnwF51o95iu2zPnpnEdW,emo,Going Under,Evanescence,0.442,0.857
069deq5woglvUnWok4MqTe,emo,It's Complicated,A Day To Remember,0.637,0.935
6bKOjicu3N5gm4AAhueZx7,emo,Yesterday's Feelings,The Used,0.332,0.494
5npLaLy3K064QvAXE6nu7B,emo,You Are So Beautiful,Escape the Fate,0.593,0.891
2kMjk14RmYyYhhSbipoa9U,emo,The Sharpest Lives,My Chemical Romance,0.543,0.937
4yAEzjMpN9RZxZLqjqmW0X,emo,Bleed American,Jimmy Eat World,0.598,0.954
72iNjNcripCtyG8AZEPVBo,emo,My Immortal,Evanescence,0.0691,0.333
5REGZkCuCOwqYPyDDpJBtQ,emo,The Day's Refrain,Texas Is The Reason,0.0653,0.803
2JuHCdCYrxxONfduXbFPJQ,emo,Is This Thing On?,The Promise Ring,0.498,0.891
1eE035iL7Kmk8Ukj8AQiaX,emo,Black Cat,Mayday Parade,0.701,0.909
5lJVCbb4sgnCX4BRC0XMh3,emo,Never Will Come For Us,Braid,0.223,0.754
63L9AjBDN3SOMbJlBkFqiZ,emo,Careful,Paramore,0.607,0.945
5AcWLXw3J6XVC9Ba6SNB0u,emo,Young And Aspiring,Underoath,0.156,0.992
4xSVkbqCz1xaevkjP8xXL5,emo,"There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet",Panic! At The Disco,0.653,0.737
6p4jnIWFWyLz0zUo2RD9iu,emo,"Baby, You Wouldn't Last A Minute On The Creek",Chiodos,0.0974,0.908
3gUmH3SGIdsQ2rzQjBmf0p,emo,Red & Blue Jeans,The Promise Ring,0.811,0.653
65mxB9IWpmVo4qUjdGSxRB,emo,Girls & Boys,Good Charlotte,0.608,0.72
7JcB1XSpmlULBSvnEis6Fc,emo,With Me,Sum 41,0.109,0.852
56sk7jBpZV0CD31G9hEU3b,emo,Animal I Have Become,Three Days Grace,0.506,0.853
7j2Bmzpnf6RwEWEQ2sv8Ho,emo,House of Wolves,My Chemical Romance,0.239,0.977
3jsNPTt6LUyB2srOcZaq47,emo,Grenade Jumper,Fall Out Boy,0.669,0.967
3dHzRigDZUE3DNEKVWvA14,emo,Luca,Brand New,0.17,0.673
5xEM5hIgJ1jjgcEBfpkt2F,emo,Complicated,Avril Lavigne,0.427,0.776
4WdopfTdSd0nCLropjhsgH,emo,The Only Difference Between Martyrdom and Suicide Is Press Coverage,Panic! At The Disco,0.708,0.933
3IAIQdnaHDsJtxqq5cSLoB,emo,Don't Mess With Ouija Boards,Falling In Reverse,0.211,0.943
0YCWBXBNFGlDDlqB2bKyPD,emo,Sweet Blasphemy,Black Veil Brides,0.436,0.981
19OMoO0mT30oGSMGiaOToE,emo,The Future Freaks Me Out,Motion City Soundtrack,0.682,0.874
5MsZIaCYY6Tsdph0LiB0hE,emo,Alone Together,Fall Out Boy,0.606,0.915
6Vc5wAMmXdKIAM7WUoEb7N,emo,Say Something,A Great Big World,0.0765,0.147
48O6kz322Dzu1R6Al5147q,emo,MakeDamnSure,Taking Back Sunday,0.432,0.837
6XcLwcebkNhwn8kbXd76wX,emo,Boxcar,Jawbreaker,0.867,0.953
4DpX92kIjpIjNL8KOUxQi0,emo,Several Ways To Die Trying,Dashboard Confessional,0.288,0.685
655ooO5eAEicphEHAhZTS1,emo,I Feel Like Dancin',All Time Low,0.572,0.949
7tVWrMVK3CIg7Senwwr6Aw,emo,Hard to Say,The Used,0.0687,0.634
1OqDUHFotTmZQ0khBRHnK2,emo,Hearts Burst into Fire,Bullet For My Valentine,0.0889,0.969
4sjLcE0GQ6urc4iUXsUPe9,emo,Kings And Queens,Thirty Seconds To Mars,0.145,0.817
2ESCbdfOMLrjAKwFtidg3n,emo,Great Romances of the 20th Century,Taking Back Sunday,0.319,0.843
76aadnUFFANRNDs6L3aqxw,emo,Through Glass,Stone Sour,0.434,0.753
2Cz0wgwqdZJgaSOA1Dg6aS,emo,The Sky Under the Sea,Pierce The Veil,0.207,0.968
1WTbOb9bzd2Ym3xh0ZPzZ4,emo,Kiss Me,New Found Glory,0.589,0.922
0dRB89CBodNBKJvmXT0n5a,emo,Irony Of Dying On Your Birthday,Senses Fail,0.467,0.959
7iT7qkF9L06cYaIee0aY7B,emo,(Coffee's For Closers),Fall Out Boy,0.343,0.946
6bLt3CRh9on9c6cXfgaZPN,emo,The Ballad of Sal Villanueva,Taking Back Sunday,0.169,0.793
2EGF4JrisrJ4D4HOdTyYEO,emo,Bulletproof Heart,My Chemical Romance,0.383,0.95
5pRElcsPZrgZXkoON2o5Go,emo,Comatose,Skillet,0.446,0.955
3xxc2WBLmsAo8m4s52Fvmn,emo,Dusk And Summer,Dashboard Confessional,0.0991,0.269
1isfDhRShkgXybscfSehdf,emo,Close to Home,The Get Up Kids,0.56,0.921
0Xq7FPQaLJgIHSB605YUMy,emo,Sweet Dreams (Are Made Of This),Marilyn Manson,0.14,0.576
5M7DtvsSZ3Zt0kJZeOp1CS,emo,Perfect Lines,The Promise Ring,0.822,0.939
2soeSOXg6lO7NA1crYT78x,emo,Weightless,All Time Low,0.618,0.931
3iJmiaoZWzykf3Hl4IeYtI,emo,Death Valley,Fall Out Boy,0.576,0.926
1Igy3egsujfV4WphlW0B7K,emo,I Feel So,Box Car Racer,0.232,0.964
0AKQXEIBbhdoa2PKfcQf88,emo,A Praise Chorus,Jimmy Eat World,0.573,0.923
3MOZH8MLW0z7VACDTM7JFi,emo,Freakish,Saves The Day,0.527,0.834
6APYCYzwHpK0efq6ty0s6k,emo,Failure By Design,Brand New,0.789,0.813
4ImIJRZNJhNQLLdUFSYJoS,emo,Down with the Sickness,Disturbed,0.924,0.896
2k3fs1S5gYqwzN8G2QDXiJ,emo,Chemical Kids and Mechanical Brides,Pierce The Veil,0.301,0.649
6gLn8QhAYL4dEwdpVjfCPl,emo,I Never Told You What I Do for a Living,My Chemical Romance,0.274,0.887
1o25vqLcw3JRHgLrGJ3DWY,emo,Pheurton Skeurto,Sunny Day Real Estate,0.344,0.12
1VdZ0vKfR5jneCmWIUAMxK,emo,The A Team,Ed Sheeran,0.407,0.289
26TpDCzZwjrYUZkua2X6HF,emo,The (Shipped) Gold Standard,Fall Out Boy,0.76,0.75
0rpIH5otu7ykvZPdcQuRPh,emo,Chasing Cars,Snow Patrol,0.144,0.595
1Dr1fXbc2IxaK1Mu8P8Khz,emo,When I Come Around,Green Day,0.814,0.909
4z1gmF4S1YsTj1pxiU47Qx,emo,Here (In Your Arms),Hellogoodbye,0.79,0.612
32nolPsVHZv656E1TfWZz9,emo,A Match into Water,Pierce The Veil,0.413,0.973
7A614Oxt1FdC37vT1fc21S,emo,See You,Saves The Day,0.691,0.887
7fx2rt43UfclOOulPwBYk2,emo,Let the Flames Begin,Paramore,0.334,0.92
2ds9vlk6o6BRCc2FAkmOvX,emo,Beat It,Fall Out Boy,0.841,0.936
3HE50TVRquwXe9yv2HFoNL,emo,Never Too Late,Three Days Grace,0.217,0.778
5jZAtF5byijpW7UCJsUYK8,emo,Stay With Me,You Me At Six,0.327,0.773
0mqTcM8kuu2IYPotMt7AzS,emo,Make You Feel My Love,Adele,0.0955,0.172
6J7cSyvSCnPwv3vqHchEfL,emo,If It Means a Lot to You,A Day To Remember,0.44,0.536
0XJDfLHO7C6b0GpjeB5mpu,emo,Save Rock And Roll,Fall Out Boy,0.449,0.777
02wWugZopNahlikfX5vm3F,emo,Snuff,Slipknot,0.219,0.69
4CbKVDZkYKdv69I4bCaKUq,emo,Hero,Skillet,0.782,0.967
1GErReAT0swX36x3O8GyQn,emo,To the End,My Chemical Romance,0.467,0.975
38z6jaLE0F13dxv28n3wlq,emo,Addicted,Simple Plan,0.605,0.751
78HsNTKVNADOaGxS41OSW7,emo,Seventy Times 7,Brand New,0.417,0.75
3Cd9VLph0iVnyQKfpQeSms,emo,Make Me A Chevy,The Promise Ring,0.822,0.794
2tqnbJxbZ8lDQ2reacnjLz,emo,Call It Karma,Silverstein,0.242,0.883
0cXkl8fbncBrN1sVElVTvY,emo,The Best Deceptions,Dashboard Confessional,0.359,0.399
6jIArrHr4Y3m9tcifIfDhb,emo,The First Punch,Pierce The Veil,0.17,0.978
0UZwcRQAk4QR09HtGRZhYC,emo,Closer To The Edge,Thirty Seconds To Mars,0.102,0.948
4geHi4niVBx4lQ4Nku1Q3t,emo,Afterlife,Avenged Sevenfold,0.391,0.95
1YNyJzOsyd9UU3k12bgsGY,emo,What's It Feel Like to Be a Ghost?,Taking Back Sunday,0.629,0.875
3XTXwcIu8tC9kwRFIfCIjT,emo,In Circles,Sunny Day Real Estate,0.36,0.829
6EB1urn3bHjTXjkT9twKxZ,folk,"John Wayne Gacy, Jr.",Sufjan Stevens,0.183,0.179
4dqhnjsX69qGQ7DCMSTY7v,folk,Devil's Spoke,Laura Marling,0.309,0.568
56ptMHpMlRSIHGm2OeE9MK,folk,This Must Be the Place (Naïve Melody),The Lumineers,0.411,0.225
3B7udSGy2PfgoCniMSb523,folk,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",Howard Shore,0.234,0.0549
5qEZyKUGbvu4UivyEBu779,folk,Geraldine,The Avett Brothers,0.971,0.884
1CbPLR6Xjo2nc0Pf13N0RS,folk,Pink Moon,Nick Drake,0.446,0.255
5C06WBrvAK5QRxLR8NBheU,folk,Dark Autumn Hour,Frontier Ruckus,0.764,0.392
27v2g1E6L8PviA51pze7gk,folk,We Don't Eat - Acoustic Version,James Vincent McMorrow,0.389,0.299
2XQ6xhvd1q5JQyY21F198g,folk,Girl in the War,Josh Ritter,0.309,0.625
2NmtMxgc7tKUL1xTiWY4pP,folk,The Park,Secret Cities,0.471,0.499
5AhDb4oM6f4YmHPXW123Fg,folk,"I Am A Man Of Constant Sorrow - From “O Brother, Where Art Thou” Soundtrack / Radio Station Version",Various Artists,0.721,0.308
4lY95OMGb9WxP6IYut64ir,folk,Shake It Out,Florence + The Machine,0.221,0.804
1DHGfUv3FNoFZ6yThAO77f,folk,Walking,The Dodos,0.491,0.742
0an4dQi2CHPYFealdFQ5yA,folk,Burgh Island,Ben Howard,0.0749,0.19
4An0hbjs1THl9cQprYrN6G,folk,California Dreamin',The Mamas & The Papas,0.654,0.722
2QHpEv381Xb177J3dpNRF5,folk,Hold On,Tom Waits,0.657,0.242
2AlhagDeOuRTZMRg89YQJl,folk,Beggars' Guild,Roadkill Ghost Choir,0.103,0.782
2bbhyUWJ5VjdfI3P4PRLu2,folk,Samson,Regina Spektor,0.184,0.193
0dfdXhBg11XA16XgAEtFcN,folk,Song to Woody,Bob Dylan,0.499,0.257
63OitVF8FEGoV2yEPvBxsu,folk,Truth,Amos Lee,0.754,0.668
363OW0OpNxHRPMCJXQ9Ymo,folk,Daughter's Lament,Various Artists,0.376,0.159
5qgyfyptP3pLeWs9maKPkg,folk,Rambling Man,Laura Marling,0.195,0.381
0fE1NThblS3w2eVu13XY31,folk,Against The Grain,Hudson and Troop,0.674,0.614
4Q6Kuze3wNMQRjamyBjHUR,folk,Rivers and Roads,The Head And The Heart,0.161,0.194
4BBFEhlXWJhNvQYT8Ozqq9,folk,I Will Be Blessed,Ben Howard,0.336,0.345
4YvAKcZ1BN4XsxkzL1Bo0w,folk,Sheets,Damien Jurado,0.134,0.358
7raciFPVU5VuHmqVbw2c1h,folk,"Puff, the Magic Dragon - 2004 Remaster","Peter, Paul and Mary",0.469,0.143
3LHg768dEKqJKht2uPTlVR,folk,Ghosts,Laura Marling,0.75,0.368
1cTmlIavpTMpGewqlvddOI,folk,Teardrop,Various Artists,0.341,0.555
2dX60dP0pYSbXh9fttIPdd,folk,When We Fall In,Sean Hayes,0.331,0.265
0DjMhBt7aGjrbboFQeGYeG,folk,Rocky Mountain High,John Denver,0.767,0.508
17XvbAd3K1GOjWy5uQvK2U,folk,Baby,Devendra Banhart,0.864,0.325
7630alXL5HfQAHQhBam5pJ,folk,Civilian,Wye Oak,0.405,0.698
265zTxhHLziu6TdRTF403G,folk,In The Midnight,Langhorne Slim,0.571,0.829
0x5EMnC2M9pDTAAStksrDt,folk,"I'll Fly Away - From “O Brother, Where Art Thou” Soundtrack",Various Artists,0.521,0.253
7FGY1Bmg9lwEviwAmVSR1L,folk,Empty Corridors - Live In York/2011,Ben Howard,0.262,0.525
1AnyjGWJuh3PdDZJA0UrOp,folk,Half Moon,Blind Pilot,0.43,0.534
4BVafpObsAeP2ZzrGhOBvq,folk,Monotony,Willis Earl Beal,0.306,0.076
5ED2xEPDx325pUDomaZXjT,folk,Goshen,Beirut,0.107,0.262
1xXLNhxX57cZqLsDPlKZpc,folk,The Walls Are Coming Down,Fanfarlo,0.279,0.74
3YQSm2QmBNa0FN1qj1UFYM,folk,Skinny Bones Jones,Infantree,0.244,0.852
5Qk0KAWuYszGwCI4Q0RZtk,folk,Catch The Wind,Various Artists,0.58,0.284
1r8BiPbyYhKaWEXOjMEip4,folk,"Green, Green Rocky Road",Inside Llewyn Davis,0.117,0.175
6IN5LJsJQNPwzkytnTtrJC,folk,The Violet Hour,The Civil Wars,0.166,0.18
7DHigqaUYWYFJFOTMqzTWN,folk,Helvetios,Eluveitie,0.206,0.998
6jPZRapW23pHe0lbLTXVFy,folk,Pictures of Stone,Milk Maid,0.14,0.462
4VTL3c43S7AlKQrS3mWZEp,folk,Moni Mon Amie,Julia Holter,0.0333,0.174
1R5Y01vTKH96Y7XMmmcF9q,folk,Drops In The River,Fleet Foxes,0.0815,0.312
4ygP2GX8MbCufiYz77XZtl,folk,And It Spread,The Avett Brothers,0.304,0.51
2UODQhPzz51lssoMPOlfy5,folk,Don't Carry It All,The Decemberists,0.627,0.836
5Vo0yC87CpnOd7F0R78E51,folk,All the Little Lights,Passenger,0.24,0.431
33BoJJrV065a1mfPpWOLi6,folk,Time To Think,Sean Rowe,0.204,0.196
7IPHxRDKjb2yJY8d4laG9g,folk,Sarah,Ray LaMontagne,0.73,0.473
5oW0ZJM4GPzx4gESXoLXcw,folk,Ghost Town,First Aid Kit,0.0619,0.179
2mVthwgmeNFIcxkTZIzvyD,folk,All Wash Out,Edward Sharpe & The Magnetic Zeros,0.333,0.28
01nW6MdZU2KYjkYovWpjq6,folk,The Story I Heard,Blind Pilot,0.502,0.443
0RC0i4p56KeaES8iyPfC79,folk,She Lit A Fire,Lord Huron,0.437,0.734
2LI5vZrnjTHDsxAln9HS1L,folk,Paranoia in B Major,The Avett Brothers,0.386,0.556
3lP4jIScaPeHfJlPN98jwV,folk,My Manic And I,Laura Marling,0.478,0.286
7dGgCgyGJW0KUcRnxpq1Z8,folk,Northern Sky,Nick Drake,0.466,0.261
1lotrtooYW4upr1W8lybYq,folk,Dirty Loverstuff,Fanuelle,0.452,0.465
7LMPi59eyqUq87cle1hiU2,folk,It's All Okay,Julia Stone,0.308,0.465
1g2UL7riBjzjPVt24ESoFs,folk,No Parties,Fergus & Geronimo,0.954,0.843
5DR0rzOMao8PN8TqJuYw08,folk,While You Were Sleeping,Elvis Perkins,0.232,0.553
4wt6vtIo3um2UFCwLe3uCR,folk,Being A Mockingbird - Live,Bobby Long,0.253,0.346
5Ya0FBom0sJRKk7IoIcJ6J,folk,I Will Wait - Live From Red Rocks,Mumford & Sons,0.236,0.748
0PjcbPYUcBKSZZRypshlM0,folk,In the Hearts of Men,First Aid Kit,0.144,0.339
0gVTOC191ScBI2Frj9NQQX,folk,Rye Whiskey,Punch Brothers,0.461,0.453
7xCkZq0aRtFoTFROPM63l8,folk,Big Jet Plane - Radio Edit,Angus & Julia Stone,0.235,0.444
42DQ9iFZPGGeScjCDM6vyK,folk,Wishing Well,Cheyenne Marie Mize,0.857,0.612
2PHeYN7ly9vFjythDf1fmB,folk,Wessex Boy,Frank Turner,0.674,0.588
3dFTDi3SuClWESHZrtvauW,folk,Matty Groves,Fairport Convention,0.746,0.529
3gqP2hxwgi6mb8FhtEe4zU,folk,The Wolves,Ben Howard,0.507,0.531
264bH2jUIFmlclwJfpmEk9,folk,A Heart Arcane,Horse Feathers,0.485,0.126
5b7JUVO3dr2jw9NVIY7PXw,folk,Darling Divine,Wild Child,0.226,0.342
5AKMXbvcCec4AddAZskCkq,folk,Acrobat,Angel Olsen,0.416,0.144
7HoXQMOnJsat6T6KWKbIpi,folk,Jezebel,Iron & Wine,0.362,0.433
2tbdjsdJ9xtyunKnZBkGxF,folk,Father And Son,Yusuf / Cat Stevens,0.407,0.343
4CjSIhFpTYKVLyw2vDTS6n,folk,Ivy & Gold,Bombay Bicycle Club,0.888,0.681
3vsWBcTA9h8ggo2nv4eNpm,folk,For Those Below (Bonus Track),Mumford & Sons,0.326,0.447
6jbTpZ0Ns0hUrVgNUO83iW,folk,The World Is A Picture,Josh Pyke,0.94,0.844
3OxuCeQqFNGjLuZUlEXzZp,folk,A Candle's Fire,Beirut,0.585,0.633
5sM2GI0vMNZL7tvfPQfByV,folk,Guaranteed,Eddie Vedder,0.127,0.00679
7BImMe2i4EyznTYHJKnB7e,folk,I Met Up With The King,First Aid Kit,0.283,0.396
0u6kgF2eAYwA1H2WLMZAU6,folk,One Red Thread,Blind Pilot,0.288,0.339
3RkQ3UwOyPqpIiIvGVewuU,folk,Mr. Tambourine Man,Bob Dylan,0.584,0.31
5HF5PRNJ8KGtbzNPPc93tG,folk,King And Lionheart,Of Monsters and Men,0.289,0.655
4qoD4IJbbir3hsAu4IowiG,folk,Devil's Backbone,The Civil Wars,0.303,0.349
10ViidwjGLCfVtGPfdcszR,folk,Home,Edward Sharpe & The Magnetic Zeros,0.127,0.59
49FiU7fWnjZ0R5AyT6L0kF,folk,Tuck the Darkness In,Bowerbirds,0.308,0.433
18GiV1BaXzPVYpp9rmOg0E,folk,Blowin' in the Wind,Bob Dylan,0.44,0.0993
2yqbORIwuQWkwaLPcgOy3F,folk,Victory,Trampled by Turtles,0.563,0.717
1TeXlF0dwG0RmAduGZK59F,folk,Awake My Soul,Mumford & Sons,0.184,0.313
2JKyO0gF4ZGZ8tEwrcXdGv,forro,Pagode Russo,Forro In The Dark,0.843,0.684
3NEJPh2TSrhew37L7qlnXA,forro,De Joelhos (Ao Vivo),Banda Calypso,0.293,0.45
0y8WJm7YHNGZSsmwJQLs7O,forro,Chalana,Bonde do Forró,0.361,0.419
